transaction_id,customer_id,product_id,quantity,timestamp
102,2011,27,4,2026-02-02T05:47:10.078925
103,4455,87,4,2026-02-03T17:04:10.078925
104,4546,271,3,2026-02-09T06:14:10.078925
105,1777,72,8,2026-02-04T07:02:10.078925
106,3222,50,10,2026-02-06T17:09:10.078925
107,3664,55,10,2026-02-04T04:48:10.078925
108,2788,5,2,2026-02-02T06:32:10.078925
109,2100,166,1,2026-02-04T10:28:10.078925
110,4658,190,6,2026-02-03T06:14:10.078925
111,1107,104,6,2026-02-03T19:52:10.078925
112,2778,168,10,2026-02-07T22:33:10.078925
113,3632,206,8,2026-02-03T20:26:10.078925
114,4208,276,1,2026-02-08T11:57:10.078925
115,4119,161,1,2026-02-04T12:36:10.078925
116,3483,143,5,2026-02-03T16:49:10.078925
117,3661,57,1,2026-02-07T18:19:10.078925
118,4095,79,10,2026-02-07T22:23:10.078925
119,3954,135,2,2026-02-04T17:41:10.078925
120,2063,147,9,2026-02-02T23:07:10.078925
121,3491,219,2,2026-02-08T04:22:10.078925
122,3268,287,1,2026-02-04T10:47:10.078925
123,3029,246,1,2026-02-03T14:45:10.078925
124,4277,229,8,2026-02-07T21:19:10.078925
125,4235,1,10,2026-02-06T16:31:10.078925
126,2223,270,1,2026-02-06T09:51:10.078925
127,2470,18,5,2026-02-03T10:33:10.078925
128,3895,7,2,2026-02-07T18:00:10.078925
129,1545,178,7,2026-02-02T11:57:10.078925
130,3090,44,4,2026-02-09T20:49:10.078925
131,4175,145,3,2026-02-09T17:10:10.078925
132,2393,297,7,2026-02-03T07:09:10.078925
133,1360,258,3,2026-02-09T18:19:10.078925
134,3492,121,6,2026-02-03T06:16:10.078925
135,3594,63,8,2026-02-07T18:20:10.078925
136,2501,34,10,2026-02-04T14:08:10.078925
137,1205,98,2,2026-02-07T15:45:10.078925
138,1343,106,1,2026-02-07T02:11:10.078925
139,1997,106,1,2026-02-09T09:44:10.078925
140,2516,77,6,2026-02-07T03:02:10.078925
141,1148,5,7,2026-02-03T05:43:10.078925
142,3901,247,4,2026-02-07T09:17:10.078925
143,1760,53,5,2026-02-08T09:18:10.078925
144,2478,25,3,2026-02-01T00:24:10.078925
145,4885,124,6,2026-02-08T07:11:10.078925
146,2791,65,8,2026-02-01T05:13:10.078925
147,2245,230,5,2026-02-03T01:42:10.078925
148,2022,81,8,2026-02-06T03:56:10.078925
149,1310,77,6,2026-02-08T13:40:10.078925
150,3407,264,10,2026-02-03T19:31:10.078925
151,3502,222,5,2026-02-02T18:09:10.078925
152,1671,151,2,2026-02-08T15:03:10.078925
153,3934,103,3,2026-01-31T20:18:10.078925
154,3984,113,9,2026-02-06T10:27:10.078925
155,4136,96,1,2026-02-08T11:20:10.078925
156,4116,24,9,2026-02-03T16:55:10.078925
157,3552,279,10,2026-02-03T09:04:10.078925
158,3847,292,10,2026-02-02T23:16:10.078925
159,1548,15,2,2026-02-01T18:02:10.078925
160,3383,102,7,2026-02-09T05:47:10.078925
161,3291,275,8,2026-02-07T00:55:10.078925
162,2504,256,3,2026-02-03T02:06:10.078925
163,1378,203,8,2026-02-07T02:55:10.078925
164,1527,287,7,2026-02-04T17:27:10.078925
165,3108,253,8,2026-02-03T23:57:10.078925
166,1138,270,4,2026-02-07T00:20:10.078925
167,4209,176,9,2026-02-05T18:05:10.078925
168,3752,162,5,2026-02-06T03:50:10.078925
169,4495,248,9,2026-02-01T02:20:10.078925
170,1788,276,6,2026-02-10T09:00:10.078925
171,2962,116,6,2026-02-06T05:07:10.078925
172,1165,224,5,2026-02-01T21:56:10.078925
173,3724,163,3,2026-02-05T17:33:10.078925
174,2669,90,6,2026-02-07T13:18:10.078925
175,3857,232,3,2026-02-05T13:43:10.078925
176,1337,224,2,2026-02-05T17:22:10.078925
177,4365,166,3,2026-02-03T14:12:10.078925
178,1999,13,2,2026-02-07T19:54:10.078925
179,2578,251,2,2026-02-05T21:27:10.078925
180,1351,249,9,2026-02-05T05:11:10.078925
181,1030,236,7,2026-01-31T15:02:10.078925
182,2101,213,3,2026-02-02T17:48:10.078925
183,3298,219,2,2026-02-09T11:34:10.078925
184,2390,254,9,2026-02-05T15:45:10.078925
185,3207,241,6,2026-02-09T23:04:10.078925
186,4011,13,3,2026-02-10T05:14:10.078925
187,4530,225,3,2026-02-01T14:03:10.078925
188,2015,197,8,2026-02-08T08:25:10.078925
189,1149,127,3,2026-02-10T04:42:10.078925
190,4613,122,10,2026-02-02T22:20:10.078925
191,2028,111,1,2026-02-08T13:44:10.078925
192,4536,73,2,2026-02-02T07:01:10.078925
193,4020,103,2,2026-02-06T03:08:10.078925
194,1125,176,5,2026-02-09T23:08:10.078925
195,3446,33,5,2026-02-07T23:47:10.078925
196,4957,254,9,2026-02-01T11:29:10.078925
197,4534,290,10,2026-02-07T02:04:10.078925
198,3755,163,6,2026-02-02T02:13:10.078925
199,2892,111,9,2026-02-10T08:43:10.078925
200,1475,72,4,2026-02-07T12:29:10.078925
201,3834,199,6,2026-02-01T19:39:10.078925
202,2976,199,2,2026-02-01T07:24:10.078925
203,4549,188,5,2026-02-09T00:46:10.078925
204,2259,2,2,2026-02-08T00:48:10.078925
205,2292,244,7,2026-02-06T01:25:10.078925
206,3302,113,6,2026-02-09T02:30:10.078925
207,2468,92,8,2026-02-07T06:21:10.078925
208,4446,69,4,2026-02-05T15:04:10.078925
209,2664,221,1,2026-02-09T13:36:10.078925
210,3690,145,10,2026-02-04T14:27:10.078925
211,1993,180,8,2026-02-02T17:40:10.078925
212,4767,183,2,2026-02-10T12:21:10.078925
213,2676,150,4,2026-02-08T14:44:10.078925
214,1536,128,9,2026-02-04T17:44:10.078925
215,3702,1,6,2026-02-10T02:28:10.078925
216,2599,231,8,2026-02-01T01:38:10.078925
217,1481,77,8,2026-02-04T15:55:10.078925
218,1826,97,3,2026-02-07T05:19:10.078925
219,1312,292,10,2026-02-01T03:56:10.078925
220,1031,93,8,2026-02-04T18:07:10.078925
221,1268,226,3,2026-02-01T19:43:10.078925
222,4983,96,2,2026-02-06T14:07:10.078925
223,3496,26,3,2026-01-31T16:59:10.078925
224,1985,96,7,2026-02-03T05:51:10.078925
225,1648,38,3,2026-02-01T15:09:10.078925
226,4662,263,7,2026-02-02T08:00:10.078925
227,4974,144,6,2026-02-08T18:22:10.078925
228,3126,145,8,2026-02-03T20:38:10.078925
229,4806,78,3,2026-02-08T18:48:10.078925
230,4612,151,3,2026-02-05T12:27:10.078925
231,4309,38,5,2026-02-07T15:59:10.078925
232,2971,45,7,2026-02-01T02:39:10.078925
233,3745,9,10,2026-02-03T16:46:10.078925
234,1010,47,9,2026-02-04T13:26:10.078925
235,3002,128,1,2026-02-06T11:37:10.078925
236,2054,17,10,2026-02-04T00:51:10.078925
237,4967,228,9,2026-02-08T02:26:10.078925
238,4196,104,5,2026-02-04T18:00:10.078925
239,2019,80,1,2026-02-08T00:37:10.078925
240,3070,182,5,2026-02-08T03:00:10.078925
241,4102,215,6,2026-02-06T17:37:10.078925
242,2667,1,9,2026-02-10T05:40:10.078925
243,2255,288,2,2026-02-02T06:10:10.078925
244,2499,98,6,2026-02-02T07:03:10.078925
245,3587,83,5,2026-01-31T19:05:10.078925
246,1597,162,10,2026-02-06T07:04:10.078925
247,1985,37,10,2026-01-31T23:17:10.078925
248,4084,274,6,2026-02-09T10:34:10.078925
249,4253,199,2,2026-02-02T10:53:10.078925
250,4314,287,5,2026-02-07T20:26:10.078925
251,2854,283,6,2026-02-03T18:14:10.078925
252,1872,14,8,2026-02-09T11:30:10.078925
253,1578,262,1,2026-02-01T07:53:10.078925
254,3299,233,1,2026-02-09T07:36:10.078925
255,1362,264,2,2026-02-05T17:33:10.078925
256,2824,162,10,2026-02-03T21:18:10.078925
257,3302,63,6,2026-02-01T23:39:10.078925
258,3129,219,4,2026-02-07T06:59:10.078925
259,3664,219,5,2026-02-05T04:49:10.078925
260,4781,188,1,2026-02-02T15:09:10.078925
261,4276,160,2,2026-02-03T13:11:10.078925
262,2078,215,6,2026-02-05T19:42:10.078925
263,4607,207,3,2026-02-08T18:55:10.078925
264,2858,130,4,2026-02-03T13:24:10.078925
265,1789,113,1,2026-02-01T01:55:10.078925
266,3536,176,7,2026-02-06T05:17:10.078925
267,2322,32,6,2026-02-01T15:33:10.078925
268,2926,194,9,2026-02-01T03:35:10.078925
269,3099,39,2,2026-02-02T11:15:10.078925
270,4013,230,1,2026-02-04T04:49:10.078925
271,2289,46,6,2026-02-10T10:17:10.078925
272,1155,247,7,2026-02-08T22:37:10.078925
273,3054,246,6,2026-02-01T14:09:10.078925
274,3670,162,8,2026-02-10T07:03:10.078925
275,3890,246,7,2026-02-09T06:40:10.078925
276,1628,204,2,2026-01-31T17:01:10.078925
277,4846,15,4,2026-02-07T17:18:10.078925
278,4293,192,1,2026-02-10T12:30:10.078925
279,3320,208,8,2026-02-01T12:38:10.078925
280,1909,199,3,2026-02-09T21:44:10.078925
281,4472,237,6,2026-02-05T21:47:10.078925
282,2347,210,3,2026-02-03T13:07:10.078925
283,1090,199,4,2026-02-09T03:55:10.078925
284,3080,181,5,2026-02-02T23:57:10.078925
285,3993,168,7,2026-02-01T22:08:10.078925
286,4172,218,7,2026-02-08T11:28:10.078925
287,3871,144,1,2026-02-03T12:24:10.078925
288,4932,285,5,2026-02-04T18:49:10.078925
289,3657,163,3,2026-02-01T07:07:10.078925
290,2655,284,6,2026-02-09T12:12:10.078925
291,3610,23,10,2026-02-02T13:36:10.078925
292,1044,33,10,2026-02-03T15:52:10.078925
293,4352,211,4,2026-02-05T01:23:10.078925
294,2609,105,9,2026-02-05T04:42:10.078925
295,3533,23,5,2026-02-04T12:09:10.078925
296,2292,151,10,2026-02-03T03:33:10.078925
297,2257,61,10,2026-02-05T07:45:10.078925
298,4158,23,8,2026-02-03T06:01:10.078925
299,4933,176,5,2026-02-09T09:49:10.078925
300,1612,292,7,2026-02-03T00:00:10.078925
301,4079,274,10,2026-02-01T20:58:10.078925
302,1796,286,10,2026-02-05T14:39:10.078925
303,1895,72,4,2026-02-10T07:54:10.078925
304,2504,222,1,2026-02-03T07:13:10.078925
305,3369,209,4,2026-02-04T11:28:10.078925
306,2123,46,5,2026-02-09T12:36:10.078925
307,1535,89,10,2026-02-07T07:06:10.078925
308,1737,155,3,2026-02-01T08:09:10.078925
309,3376,32,10,2026-02-07T17:35:10.078925
310,4668,175,6,2026-02-06T06:32:10.078925
311,3312,186,8,2026-02-07T16:04:10.078925
312,1773,100,1,2026-02-03T15:33:10.078925
313,2319,67,8,2026-02-10T03:06:10.078925
314,3202,46,2,2026-02-10T07:45:10.078925
315,1195,279,10,2026-02-04T11:09:10.078925
316,4091,38,1,2026-02-05T23:15:10.078925
317,3262,262,1,2026-02-03T05:14:10.078925
318,4487,279,5,2026-02-09T20:33:10.078925
319,4560,226,10,2026-02-09T01:23:10.078925
320,1233,240,1,2026-02-02T15:32:10.078925
321,3355,29,2,2026-02-01T06:32:10.078925
322,3281,175,10,2026-02-09T20:21:10.078925
323,3659,56,10,2026-02-10T08:17:10.078925
324,3357,181,4,2026-02-06T00:29:10.078925
325,3606,270,4,2026-02-07T05:32:10.078925
326,1942,138,7,2026-02-02T11:25:10.078925
327,4259,282,10,2026-02-09T15:33:10.078925
328,3620,209,9,2026-02-04T12:57:10.078925
329,2040,116,6,2026-02-08T00:32:10.078925
330,1878,13,10,2026-02-03T13:23:10.078925
331,3328,88,9,2026-02-08T04:47:10.078925
332,2047,172,3,2026-02-03T13:40:10.078925
333,1690,138,3,2026-01-31T18:04:10.078925
334,4268,30,1,2026-02-09T18:44:10.078925
335,3860,266,3,2026-01-31T22:33:10.078925
336,4966,186,2,2026-02-09T12:40:10.078925
337,2908,197,7,2026-02-10T08:51:10.078925
338,1626,234,8,2026-02-04T12:44:10.078925
339,2362,106,9,2026-02-09T21:35:10.078925
340,1118,234,4,2026-02-07T11:58:10.078925
341,4210,251,7,2026-02-09T21:34:10.078925
342,4658,266,4,2026-02-07T01:39:10.078925
343,2064,244,5,2026-02-05T08:27:10.078925
344,3180,143,1,2026-02-05T10:06:10.078925
345,2061,133,1,2026-02-08T09:20:10.078925
346,1909,17,1,2026-02-09T16:08:10.078925
347,4188,152,6,2026-02-08T20:12:10.078925
348,4848,255,1,2026-02-10T09:18:10.078925
349,2399,184,9,2026-02-07T11:48:10.078925
350,2274,103,10,2026-02-08T08:47:10.078925
351,4499,66,9,2026-02-05T04:16:10.078925
352,2208,184,6,2026-02-07T04:10:10.078925
353,4945,168,4,2026-01-31T20:38:10.078925
354,1575,219,1,2026-01-31T22:43:10.078925
355,2296,225,9,2026-02-08T19:13:10.078925
356,1212,243,2,2026-02-04T19:40:10.078925
357,4959,270,8,2026-02-09T12:32:10.078925
358,4523,184,10,2026-02-06T00:14:10.078925
359,2244,42,2,2026-02-09T04:47:10.078925
360,2595,83,9,2026-02-03T19:36:10.078925
361,3967,55,7,2026-02-01T01:08:10.078925
362,1913,121,7,2026-02-09T14:57:10.078925
363,1216,149,3,2026-02-02T15:20:10.078925
364,1504,91,3,2026-02-02T01:26:10.078925
365,1765,253,4,2026-02-05T11:34:10.078925
366,4861,124,4,2026-02-09T06:01:10.078925
367,2521,82,1,2026-02-01T15:43:10.078925
368,1902,291,3,2026-02-02T06:38:10.078925
369,2547,73,4,2026-02-09T16:59:10.078925
370,4015,55,10,2026-02-10T09:40:10.078925
371,3797,49,7,2026-02-08T04:55:10.078925
372,1395,268,10,2026-02-03T14:29:10.078925
373,1633,67,6,2026-02-05T23:59:10.078925
374,3750,108,3,2026-02-06T09:34:10.078925
375,1576,224,3,2026-02-05T02:56:10.078925
376,1525,216,8,2026-02-09T10:53:10.078925
377,2954,7,2,2026-02-08T08:17:10.078925
378,2845,3,7,2026-02-09T14:38:10.078925
379,1225,84,2,2026-02-06T14:56:10.078925
380,2406,247,5,2026-02-01T22:53:10.078925
381,1309,155,9,2026-02-02T00:05:10.078925
382,2026,295,2,2026-02-07T02:13:10.078925
383,2730,184,9,2026-02-01T15:39:10.078925
384,3909,9,8,2026-02-08T09:46:10.078925
385,1610,43,2,2026-02-04T08:17:10.078925
386,1048,49,9,2026-02-03T19:28:10.078925
387,2760,83,2,2026-02-09T08:28:10.078925
388,4244,138,9,2026-02-02T12:46:10.078925
389,2230,212,8,2026-02-09T20:53:10.078925
390,4270,160,6,2026-02-08T01:09:10.078925
391,1223,156,1,2026-02-08T03:07:10.078925
392,1226,159,6,2026-02-06T10:09:10.078925
393,4580,61,4,2026-02-06T08:17:10.078925
394,1435,171,4,2026-02-07T00:47:10.078925
395,2267,112,9,2026-02-09T13:11:10.078925
396,3993,54,7,2026-02-10T05:36:10.078925
397,3515,107,3,2026-02-01T08:40:10.078925
398,4356,259,10,2026-02-09T19:17:10.078925
399,3106,1,8,2026-02-08T09:46:10.078925
400,3670,70,3,2026-02-06T04:03:10.078925
401,4474,49,3,2026-02-04T20:50:10.078925
402,4943,132,5,2026-02-09T13:48:10.078925
403,4243,10,2,2026-02-07T23:54:10.078925
404,4778,192,2,2026-02-01T22:15:10.078925
405,4287,175,1,2026-02-05T17:58:10.078925
406,1226,218,9,2026-02-01T07:06:10.078925
407,2314,283,7,2026-02-08T14:39:10.078925
408,4032,135,1,2026-02-09T02:45:10.078925
409,3103,128,2,2026-02-03T17:24:10.078925
410,4513,111,4,2026-02-05T05:48:10.078925
411,2602,33,8,2026-02-05T04:19:10.078925
412,4919,40,8,2026-02-08T13:41:10.078925
413,2069,203,3,2026-02-08T23:27:10.078925
414,3149,300,1,2026-02-08T16:04:10.078925
415,1953,209,10,2026-02-08T03:02:10.078925
416,2960,168,10,2026-02-06T15:29:10.078925
417,1337,230,5,2026-02-02T00:02:10.078925
418,4425,129,5,2026-02-03T15:39:10.078925
419,3504,106,8,2026-02-04T09:43:10.078925
420,3615,81,6,2026-02-10T03:29:10.078925
421,3648,137,8,2026-02-04T14:00:10.078925
422,3582,227,6,2026-02-10T06:07:10.078925
423,4687,289,6,2026-02-10T12:02:10.078925
424,4517,145,2,2026-02-04T15:56:10.078925
425,4868,43,2,2026-02-09T08:40:10.078925
426,4221,279,2,2026-02-07T12:23:10.078925
427,3645,72,2,2026-02-01T18:07:10.078925
428,4435,207,5,2026-02-08T07:52:10.078925
429,3763,1,10,2026-02-09T22:28:10.078925
430,3041,256,8,2026-02-06T03:36:10.078925
431,1053,293,6,2026-02-10T01:20:10.078925
432,1397,243,6,2026-02-04T09:04:10.078925
433,1959,57,4,2026-02-03T11:51:10.078925
434,2909,115,1,2026-02-08T12:36:10.078925
435,2500,160,3,2026-02-01T19:26:10.078925
436,4871,123,8,2026-02-04T16:44:10.078925
437,2195,102,2,2026-02-07T01:44:10.078925
438,3722,145,4,2026-02-03T09:50:10.078925
439,1169,107,10,2026-02-03T05:31:10.078925
440,2740,78,9,2026-02-01T23:22:10.078925
441,1215,281,3,2026-02-06T05:31:10.078925
442,1445,129,10,2026-02-05T01:12:10.078925
443,3205,35,4,2026-02-08T06:28:10.078925
444,4169,43,7,2026-02-03T02:15:10.078925
445,4184,232,9,2026-02-06T18:27:10.078925
446,2030,122,6,2026-02-07T21:06:10.078925
447,3698,185,5,2026-02-03T02:56:10.078925
448,1538,61,2,2026-02-07T00:49:10.078925
449,3924,189,2,2026-02-07T13:56:10.078925
450,3109,37,9,2026-02-07T17:01:10.078925
451,1212,28,6,2026-02-10T03:05:10.078925
452,3912,9,4,2026-02-09T15:55:10.078925
453,1544,218,8,2026-02-03T05:57:10.078925
454,3798,234,8,2026-02-07T00:46:10.078925
455,1444,228,5,2026-02-06T01:20:10.078925
456,3171,292,5,2026-02-01T08:44:10.078925
457,3213,233,6,2026-02-01T17:51:10.078925
458,4938,295,9,2026-02-07T07:37:10.078925
459,2065,34,7,2026-02-06T15:27:10.078925
460,3704,214,6,2026-02-05T03:17:10.078925
461,2404,223,8,2026-02-03T19:55:10.078925
462,4942,141,6,2026-02-08T19:23:10.078925
463,3794,106,2,2026-02-06T09:06:10.078925
464,1946,195,8,2026-02-01T20:41:10.078925
465,2943,232,8,2026-02-10T06:41:10.078925
466,2718,256,7,2026-02-01T07:08:10.078925
467,3345,255,2,2026-02-03T05:02:10.078925
468,4722,35,2,2026-02-03T03:05:10.078925
469,2115,268,2,2026-02-06T06:56:10.078925
470,4655,144,5,2026-02-02T17:10:10.078925
471,3541,261,6,2026-01-31T15:14:10.078925
472,1498,274,10,2026-02-03T20:08:10.078925
473,1566,10,9,2026-02-03T15:57:10.078925
474,3472,26,4,2026-02-01T21:26:10.078925
475,3870,223,6,2026-02-03T12:35:10.078925
476,4305,263,5,2026-02-09T09:07:10.078925
477,4392,170,10,2026-02-01T14:24:10.078925
478,2356,58,7,2026-02-10T04:11:10.078925
479,2342,94,1,2026-02-05T14:30:10.078925
480,3418,56,3,2026-02-02T22:13:10.078925
481,1306,41,4,2026-02-03T08:38:10.078925
482,4854,52,2,2026-02-07T00:34:10.078925
483,2779,221,6,2026-02-06T05:15:10.078925
484,1088,44,3,2026-02-10T12:00:10.078925
485,4249,69,6,2026-02-03T20:59:10.078925
486,1207,117,5,2026-02-09T21:22:10.078925
487,2196,82,4,2026-02-01T00:22:10.078925
488,4622,160,5,2026-02-06T16:46:10.078925
489,2399,139,2,2026-02-10T00:23:10.078925
490,3301,132,2,2026-02-10T11:52:10.078925
491,2435,80,4,2026-02-08T16:01:10.078925
492,1723,190,2,2026-02-02T14:24:10.078925
493,2202,99,6,2026-02-01T15:42:10.078925
494,1743,221,4,2026-02-05T07:00:10.078925
495,2325,274,7,2026-01-31T13:01:10.078925
496,2457,198,5,2026-02-08T13:13:10.078925
497,1896,14,8,2026-02-09T10:14:10.078925
498,3849,210,9,2026-02-06T20:35:10.078925
499,2976,27,10,2026-02-09T10:19:10.078925
500,2113,209,9,2026-02-07T22:20:10.078925
